LISTA DE ARTICULOS Nº 195 VIGENCIA 13/03/2024,,,
,RESORTES AUTOMOTOR,PRECIO UNIT,
CAR317,AM. 7”  AEG 2100 WATS – Mod. W5,16323.695,
CAR176,TAL. 13MM. LIJ. ORB,12573.464,
CAR136,"AMOLADORA 7""-Mod.WSL 180",14068.096,
CAR175,AM 4 ½ ,10332.026,
,,,
ART. Nº,ALCE,,
CAR236,AM. 7”,18439.948,
CAR131,TALADRO PESADO Y LIVIANO,12573.464,
CAR21010,LUSTRALIJADORA,11797.769,
,,,
ART. Nº,ARGENTEC EX  (DOWN PAGIO),,
CAR225,AM. 4” y 4 ½ “  Mod. AL 100/115,10332.026,
CAR21013,AM. 7”  AL 180,13273.595,
CAR21012,LIJ. PULIDORA LIXA,11797.769,
CAR21010,TAL. MARK – NTG – NTX – LO -LV,11797.769,
CAR21011,TAL. MINI 8 y 10 mm. – N210 - 213,9587.712,
CAR308,TAL. MARK 12 Volts ( Cobre ),22594.170,
CAR510,AM. 9”,19636.514,
CAR21025AR,AMOLADORA  AG 180,18439.948,
CAR223,"LUSTRADORA , PULIDORA  LP 127-147",18439.948,
,"AMOLADORA 7""  AS 207 - 209",,
CAR217 AR,"AM. 4 1/2"" AS 85 800 WATS",13981.203,
,,,
ART. Nº,ARNO,,
CAR300,TALADRO NUEVO,10328.627,
CAR287,TALADRO,8840.906,
,,,
ART. Nº,ASINCRON,,
CAR31008,LAZO,29610.318,
,,,
ART. Nº,BLACK & DECKER,,
CAR21001,AM. AG./C  7” y 9”,13279.373,
CAR222,AM. AG. 7” y 9”- Profesional mod. P5922 / 95722,18434.623,
CAR204,AM. 4” P – 5411 – KG11,11065.124,
CAR211,AM. 4 ½ “ – KG10,11065.124,
CAR205,AM. 7” y 9”,14754.405,
CAR202,Am. 4 ½ “ SEG 500 – TAL 10mm. Mod. BD152 / 154,8844.418,
CAR201,TAL mod. P8020 /P5411 – Sierra Circular  mod. KS810,11894.632,
CAR203,ESMERILADORA  MAG 101,11065.124,
CAR206,TAL. LINEA 7000 – SIERRA CIRCULAR  5 ½ ,7467.268,
CAR209,SIERRA CIRCULAR Mod. 7308 / 7300  7 ¼ ,8871.948,
CAR208,AL. LINEA AR,15178.449,
CAR207,TAL. Mod. BD152 / 154,8844.418,
CAR210,AM . 4 ½ “ Mod. KG 65 / 72,12909.595,
CAR286 B,AM. 7” PROF. Mod. 6138-40 ( DW 304 / 849 / 290 ),14014.736,
CAR190,CORT. CÉSPED REVOLOTO GX300-A,14754.405,
CAR399B,AMOLADORA 4 1/2 Mod. G72 (2GUIAS),11050.283,
CAR21028,TALADRO A BATERIA 14 Volt. (Cobre),4644.880,
CAR398,AMOLADORA 4 1/2 Mod. G72䀰,12573.464,
CAR21027,TALADRO A BATERIA 14 Volt. (Cobre),4644.880,
CAR138,PULIDORA Mod.6138-40,11567.451,
CAR139,MARTILLO,20108.026,
CAR142,ROEDORA,12264.070,
CAR144,TALADRO W425 MOD.7950,12909.595,
CAR21020B,RECTIFICADORA,11797.769,
CAR21051,LIJADORA ORBITAL MOD CD 400 135 W,6608.758,
CAR21052,TALADRO PERCUTOR BH 100 10 MM 450 W. ,6749.917,
,TAL. PERCUTOR BH 150 10 MM 2 VEL 450 W,,
,"TAL. PERCUTOR BH 200 10 MM VEL VARIABLE REVER 450 W,",,
,TAL. PERCUTOR BH 300 13 MM VEL VARIABLE REVER 500 W,,
CAR21053,SIERRA CIRCULAR 1400 W,11803.207,
CAR21054,"LUSTRA LIJADORA WP 1300 DISCO 7""",13279.373,
CAR21055,TALADRO PERCUTOR MOD 7960 AR 500 W,12909.595,
CAR21056,AMOL. PROFECIONAL,14754.405,
CAR21057,BORDEADORA 600W.(W5600-AR),11797.769,
,,,
ART. Nº,BOSCH,,
CAR21005,AM. 4 ½ “  Mod. 3278 / 1347 ( AZUL – VERDE ),12573.464,
,CIZALLA  Mod. GSC 2.8 -  ROEDORA Mod. GNA 2.00,,
CAR220,AM. 7” y  9” Mod.  1351 / 1352 – 1356 / 1357,18439.948,
,MART. DEMOLEDOR / Mod. 11311 / 1134,0.000,
,MART. ELECTRONEUM.  GSH 10C,0.000,
,"AM. 7"" MOD. GWS 18-180",0.000,
,"AM. 9"" MOD. GWS 23-230 ",0.000,
CAR220A,AM. 7” y  9” Mod.  1351 / 1352 – 1356 / 1357,20622.362,
,MART. DEMOLEDOR / Mod. 11311 / 1134,0.000,
,MART. ELECTRONEUM.  GSH 10C - CON DISPOSITIVO DE ,0.000,
,CORTE,0.000,
,MART. DEMOLEDOR / Mod. 11311 / 1134,0.000,
,OV2,0.000,
CAR21003,AM. 4 ½ “ ,11065.124,
CAR21002,AM. 7” y 9”,18439.948,
CAR21002A,AM. 7” y 9” - CON DISPOSITIVO DE CORTE,20622.362,
CAR216,AM. 7” y 9” ALEM.,14754.405,
CAR213,LIJAD. Mod. 1317 / TALADRO DEMOL . 11214 / 11313,14014.736,
CAR215,MART. Mod. 11205 / TAL. 11206 / 1527,14014.736,
,11222 / 111230 – GSH ( Con LUZ DE SERVICIO ),0.000,
CAR21006,ATORNILLADOR TALADRADORA Mod. GSR 6-40TE,12540.610,
,R 6 – 40TE   -  LIJ. ORBITAL PSS 23,0.000,
,TAL. PERC. 13-16mm. 520W. Mod. CSB 520-2,0.000,
CAR21004,TAL. Mod. 1106 / 3246 / 1163 / 1184 / LIJ. BANDA PBS 75A,12573.464,
,LIJ. EXCÉNTRICA Mod. GEX 150 AC./ LLAVE DE IMPACTO Mod. 1436,0.000,
CAR212,TAL. ROTOPERCUTOR  Mod. 0173,12540.610,
CAR217,AM. 5” 1020 WATS  Mod. 3343 (Verde ),13981.203,
,AM. 5” 1400 WATS  Mod. 1705 ( Azul ),0.000,
,AM. 5” 1400 WATS  Mod. 1385 ( Azul ) L. Serv.,0.000,
,"AM. 5"" GWC 9-125",0.000,
CAR218,DSR 620 WATS de 13 a 24mm.,12573.464,
,TAL. PERCUTOR Mod. GSB 20-2 701 WT 13mm.,0.000,
,TAL. PERCUTOR Mod. GSB 20-2 701 WT 13mm.,0.000,
CAR219,SIERRA MÁRMOL Mod. GDC 34,14014.736,
CAR851,MARTILLO ELECTRO. NEUMATICO MOD GBH4DFE,14754.405,
,,,
ART. Nº,BTA,,
CAR318,AM.  7”  FERM ( ITALIANA ),14754.405,
CAR380,ASPIRADORA BTA,14751.686,
CAR399BTA,"AMOL. 4 1/2 "" RIPO  (BTA)    ( DOBLE GUIA )",8540.575,
CAR508,BTA AM. 7” y  9”  SIM – ZU01 – 230C,14754.405,
CAR750,ASPIRADORA  BTA  INDUSCLEAN  POLVO LIQUIDO  Mod. 30L,11065.124,
,ASPIRADORA  BTA  INDUSCLEAN  POLVO LIQUIDO  Mod. 60L,,
,ASPIRADORA  BTA  INDUSCLEAN  POLVO LIQUIDO  Mod. 80L,,
CAR751,SIERRA SENSITIVA 350 MM BTA 1600 W,14754.405,
,,,
ART. Nº,CASALS,,
CAR180,TAL. ROTOPERCUTOR  Mod. P14/2 AM – P14 REM,14014.736,
,P14 REAM - P14 REATM - AM 4 ½ “ Mod. AG 6/115,0.000,
,AG 8/125 – AG 10/150 - AG 10/115 – AG 10/125,0.000,
CAR181,AM 7” y 9” Mod. AG 20/230 - AG 21/230 – AG 22/178 / 230,14754.405,
CAR182,TALADRO 13mm. –Mod. ME 20 REM – ME 22 REM,12573.464,
,ME 26 REM- TS 10A – T 10A – T13/2A,0.000,
,T 13/2 REA – M13 REVCM,0.000,
CAR21183,ROTO MARTILLO DESTRUTOR BEKER MOD MP 50,16228.192,
,,,
ART. Nº,COBRA MASTER,,
CAR801,INGLERTADORA CON DESPLAZAMIENTO LASER,13279.373,
,INGLERTADORA SIN DESPLAZAMIENTO LASER,0.000,
,SIERRA CIRCULAR DE BANCO,0.000,
CAR802,MARTILLO ELECTRONEUMATICO TE 32850- TE 26710,12909.595,
CAR803,MARTILLO ELECTRONEUMATICO TE 26750,12540.610,
CAR804,AMOLADORA  ANGULAR 800 W,11065.124,
CAR805,AMOLADORA  ANGULAR 900 W,11050.283,
CAR806,LIJADORA ORBITAL 180 W,9590.092,
 ,AMOLADORA  500 W,0.000,
CAR807,LUSTRA LIJADORA 180,14754.405,
CAR808,AMOLADORA 180,16228.192,
CAR809,MARTILLO ELECTRO NEUMATICO MOD Z1C-KZ2-26,12540.610,
CAR810,AMOLADORA  ANGULAR 230 MM Mod 230 1200 W,14754.405,
CAR811,SIERRA CALADORA VEL VAR Mod SC 350 500 W,9590.092,
CAR812,LIJADORA DE BANDA Mod. ST 75 TH  800 W  ( DOBLE GUIA ),11065.124,
CAR813,DURLOKERA 6 MM VEL VAR Mod. DU 450  450 W  ( DOBLE GUIA ),11050.283,
CAR814,TALADRO DE IMPACTO Mod TI 13 710  DE 710 W,9590.092,
CAR815,AMOLADORA  ANGULAR 115 MM Mod AA 115  ( DOBLE GUIA ),11050.283,
,,,
ART. Nº,DE WALT,,
CAR283,DW 107 TAL. 10mm. – CABLE LARGO,13279.373,
,DW 501/507 t.p. 10/13mm. Cable Largo ( 302 ),0.000,
CAR284,DW 301 CORT. DE PIEDRA,14014.736,
CAR286,DW 304 SIERRA SABLE,14014.736,
,DW 849 / 290 – LLAVE DE IMPACTO Y TALADRO ,0.000,
,13mm. –DW 352 – SIERRA CIRCULAR,0.000,
CAR302,DW 508 / 503 TALADRO 13mm. Cable Corto y Largo,14014.736,
CAR280,DW 402 AM. 4 ½ “ CABLE CORTO,14014.736,
,DW 507 / 501 TALADRO 13mm.,0.000,
,DW 412 – LIJADORA ORBITAL,0.000,
CAR282,DW 474 AM. ANG. 7” ,14754.405,
,DW 705 INGLETADORA,0.000,
CAR301,DW 478 / 492 AM. 7” y 9”,18439.948,
CAR281,DW 512 TAL. PERCUTOR,13273.595,
CAR285,DW 870 TROZADORA 14” - SENSITIVA,14754.405,
CAR307,DW 541K – MARTILLO ELEC. NEUMÁTICO C/ LUZ SER,16228.192,
,DW 545K -         “                 “              “                      “        “,0.000,
,DW 543K – ROTO MARTILLO  ,0.000,
CAR211,DW 816 LIJADORA – DW 848 Amol. 4 ½ “ 800W.,11065.124,
,DW 448 AMOLADORA 4 ½ “ DW513 Tal. Per. 13mm.,0.000,
CAR141,DW 675 CEPILLO,10328.627,
CAR333,DW 567K MARTILLO PERCUTOR ,14014.736,
CAR140,DW 251/257 ATORNILLADOR,11065.124,
CAR450,"D28474W AMOLADORA  ANGULAR  7"" 2300 W",18441.647,
 ,"D28476W AMOLADORA  ANGULAR  7"" 2700 W",0.000,
,"D28496W AMOLADORA  ANGULAR  9"" 2700 W",0.000,
CAR451,D25900K DEMOLEDOR SDS MAX  1500 W,18441.647,
CAR452,D25303  ROTOMARTILLO SDS PLUS  710 W,14754.405,
CAR453,"DW 818 AMOLADORA ANGULAR 4 1/2"" 900 W",11065.124,
CAR454,DW 861 CORTADORA DE HORMIGÓN,14014.736,
CAR455,DW 389 SIERRA CIRCULAR 1800 W,13279.373,
CAR456,DW 871 CORTADORA sensitiva 2200 w,18441.647,
CAR457,DW 621 REBAJADORA 1100 W,14754.405,
CAR458,"DW 848 - 852 AMOLADORA  7"" Y 9"" 2200 W",18441.647,
CAR459,DW 313 - 318 SIERRA CALADORA 480 W,14014.736,
,,,
ART. Nº,DOVER - BONHER,,
CAR21021,AM. 4”,10328.627,
CAR21019,AM. 7” y 9” LINEA 80,14014.736,
CAR21018,AM. 7” y 9” LINEA 90,14754.405,
CAR21020,LIJ. Y PULID.,11797.769,
,,,
ART. Nº,DOWEN PAGIO ( BTA ),,
CAR340,AM.ANGULAR 115 MM MOD AA115H 710 W,14014.736,
 ,AM. ANGUKLAR 115 MM MOD AA115SP 900 W,,
CAR341,AM. ANGULAR 180 MM MOD AA180SP 1800 W,14754.405,
,AM. ANGULAR 230 MM MOD AA230SP 1800 W,,
CAR342,AM.AANGULAR 230 MM MOD AA230P 2200 W,14754.405,
CAR343,LUSTRALIJADORA MOD LA180SSP 1300 W,13279.373,
CAR344,MINI TORNO MANUAL MOD MM32SP 130 W,11050.283,
CAR345,TALADRO PERCUTOR 10 MM MOD TP101SP 900 W,14014.736,
CAR346,TALADRO PERCUTOR 13 MM MOD TP131P 1050 W,14754.405,
CAR347,TALADRO 16 MM ALTO TORQUE MOD TP161P 1050 W,14014.736,
CAR348,ATORNILLADOR MOD AE60P 710 W,10328.627,
CAR349,LLAVE DE IMPACTO MOD LI25SP 900 W,13279.373,
CAR350,CEPILLADORA MANUAL MOD CM822SP 1100 W,14754.405,
CAR351,SIERRA CALADORA MOD SC80SP 580 W (DOBLE GUIA),11050.283,
CAR352,SIERRA CIRCULAR 190 MM MOD SC190H 1300 W,14014.736,
CAR353,SIERRA CIRCULAR 190 MM MOD SC190SP 1500 W,14754.405,
CAR354,REBAJADORA MANUAL MOD RM12P 1400 W,14014.736,
CAR355,SIERRA SENSITIVA MOD SS350SP 2000 W,14754.405,
CAR356,AM. 115 MM 710 W DP  ( MODELO NUEVO ),12847.172,
CAR357,CORTADORA DE CONCRETO Mod. CC110SP 1600 W ( DOBLE GUIA ),13279.373,
CAR358,ROTOMARTILLO SDS PLUS 30 MM Mod.  RM30P 1020 W,14014.736,
CAR359,LIJADORA ORBITAL  Mod. LO90SP  180 W (DOBLE GUIA ),11050.283,
CAR360,AM. ANG 230 M Mod. SS203P 2200 W,14754.405,
,AM. ANG 180 MM Mod. AA180M 2300 W,0.000,
,AM. ANG 230M Mod. 11230M 2300 W,0.000,
CAR361,AM.  RECTA Mod.  AR25SP 680 W,10537.420,
CAR362,ASPIRADORA PARA POLVO LIQUIDOS Mod. APL30 1400 W,14747.948,
CAR363,TALADRO PERCUTOR  10 MM  Mod TP10H 600 W,11065.124,
,,,
ART. Nº,DRAGON,,
CAR235,AM. RECTA – AMOLADORA 4 ½ ,11065.124,
CAR238,SENSITIVA Mod. J1G – SD41 - 350,14754.405,
CAR303,AM 4” SIM 4,11065.124,
CAR509,SIERRA SENSITIVA Mod. MG – SD01 – 350  dos pares ( doble ),18439.948,
CAR304,AM 7” / 9” S1M – SD02 – 180A / SD01 – 230A,14754.405,
,,,
ART. Nº,DREMEL,,
CAR880,"MINITORNO MOD , 395 JL-JP-PZ VEL. V. 1000A 30000 RPM",8114.832,
,,,
ART. Nº,FERISATTI,,
CAR901,"AM 7 "" MOD A20/8 - A20/4",18439.948,
CAR902,"AM. 4 1/2 "" MOD. GR55",11065.124,
,,,
ART. Nº,GAMMA,,
CAR600,"AM. 4 1/2"" ART HG 003",10668.157,
CAR601,CEPILLO ELECTRICO ART HG006,14754.405,
CAR602,TALADRO ELECTRICO CON PERCUTOR 13 MM ART HG002,14014.736,
CAR603,LIJADORA DE BANDA ART HG009 950 W,14754.405,
CAR604,"AMOLADORA ANGULAR 7"" ART HG004",16228.192,
CAR605,"COTADORA SENSITIVA 14"" ART 1692 2000 W",14014.736,
CAR606,LUSTRA LIJADORA ART HG010,14014.736,
CAR607,TAL ELEC 10 MM C/PERCUTOR REV  ART HG001 Mod. Z1J-BQ-13M2 500 W,10668.157,
CAR608,LIJADORA ORBITAL ART HG007 200 W  (1 GUIA ),10395.582,
CAR609,SIERRA CALADORA PÉNDULAR ART HG008 600 W (DOBLE GUIA),11050.283,
CAR610,MINI TORNO ART HG0012 130 W,10537.420,
CAR611,ASPIRADORAS MODELOS AL 30 AL 60 AL 80,16259.913,
CAR613,CORTACERCO GAMMA 6 X 11 X 11,16394.161,
CAR614,ROTOMARTILLO GAMMA 7X11X14,16394.161,
CAR615,"HIDROLAVADORA 6,1X11X25",16394.161,
,,,
ART. Nº,GLADIATOR,,
CAR315,AMOLADORA ANGULAR MOD AA215 640 W,10328.627,
CAR422,"AMOLADORA  7"" Y 9""",18439.948,
CAR426,TALADRO PERCUTOR 13 MM MOD TP513 800 W,14014.736,
CAR427,AMOLADORA ANGULAR MOD AA518  180 MM 2200 W,14754.405,
,AMOLADORA ANGULAR MOD AA523  230 MM 2200 W,0.000,
CAR428,LUSTRAPULIDORA DE 180 MM Mod. LP 618,12544.009,
CAR429,EQUIPO DE PINTURA Mod. HV 600,13413.621,
,,,
ART. Nº,GOLDSTAR,,
CAR224,CORTADORA HORMIGO. Mod. TCS 110N,14014.736,
CAR177,SENSITIVA Mod. TCH 355N,14754.405,
,,,
ART. Nº,HERRAMIENTAS CHINAS ,,
CAR305,AM. 4 ½ “ ,11048.131,
CAR313,JIG-SAW LIJADORA ( PASTILLA SOLA ),6757.621,
CAR314,JIG-SAW SENSITIVA,14754.405,
CAR315,JIG-SAW AM. 4 ½ “ ( 244 ),10328.627,
CAR21029,ELECTRO BOMBA 12 V COBRE,26968.627,
CAR21030,TAL. De 12 VOLT.  COBRE,26968.627,
CAR316,AM. 7” ANGLE GRIDER,18286.780,
,,,
ART. Nº,HILTI,,
CAR306,MARTILLO TE 704 / 74 / 75,16965.481,
CAR21005,AM. 4 ½ “ WS 115,12573.464,
CAR217 H,AM. 5” – Mod. DC125 C/ Luz Servicio - Mod. WS125,13981.203,
CAR21004,TALADRO ATORNILLADOR ST 18/SD/47 – T1 / T5,12573.464,
CAR215 H,TAL. ROTOPERCUTOR TE 54/55/504/14/15,14014.736,
CAR213 H,TAL. ELECTRONEUMATICO TE 804/805,14014.736,
,,,
ART. Nº,HITACHI - SHANGAI - POWER TOOLS - COBRA,,
CAR21014,AM. De 7” y  9” /SIERRA CIRCULAR - C33,14754.405,
,C7100 AM. – Mod. A8180 POWER TOOLS,0.000,
CAR233,AM. De 4” y 5” / CIZALLA Mod. CE16,12540.610,
,AM. 4 ½ “ Mod. G10SF / G12SI,0.000,
,ROEDORA CN16 – TAL DV20 – VTP 13 – VTP 19,0.000,
CAR21017,CORT.  SENSITIVA Mod. HU 12 / 14,14014.736,
CAR21015,"GARLOPA , TAL.",9590.092,
CAR21016,LUST. LIJ. SAT  180 / RANURADORA Mod. M8 / ,13279.373,
,CORTA CERAMICO Mod.  CM4572 / C6100,0.000,
CAR234,TALADROS,12540.610,
CAR231,TALADROS VARIOS ,14014.736,
CAR232,TALADROS VARIOS C/ TERM.,13279.373,
CAR237,FRES. DE SUPERFICIE - RANURADORA MED. R500N,14754.405,
,,,
ART. Nº,ISKRA PERLES - POWER TOOLS,,
CAR289,AM. 7” A 1208 1400 Watts – A1608 1600 WATTS,13279.599,
CAR21007,AM. 7” – Mod. A456/458  2000WATTS,14754.405,
CAR241,AM. A356/358,18439.948,
CAR288,TAL. T165,0.000,
CAR300,TAL. 275/TP265 / 275 RS,10328.627,
CAR290,TAL. T110 / 213 / T213 / T265 / TP265,11065.124,
CAR291,TAL. TP213 /  T310 / TP310 / T3130,11065.124,
CAR292,AM 4 ½ “ Mod. A120,12540.610,
CAR293,AM 4 ½ “ Mod. A9115,12540.610,
,,,
ART. Nº,JEPSON,,
CAR189,RANURADORA DE BOQUILLA Mod. 7412,14754.405,
CAR21016,SIERRA CIRCULAR Mod. 8408,13279.373,
CAR199,LIJADORA ORBITAL Mod. 6245/46 – 7206 – 20190 - 1410,10328.627,
CAR319,AMOLADORA 4 ½ ”  Mod. 4245 – 4202,10032.828,
,7204 – 420  - RECTIFICADORA Mod. 5238,0.000,
CAR21014,AMOL. 7 “ y 9”  Mod. 4007/9 - SENSIT. Mod.  9015/9312,14754.405,
CAR179,CORTADORA CONCRETO Mod. 8210 / 11   8107,11803.207,
,,,
ART. Nº,MAKITA,,
CAR244,CEPILLO Mod. 1902 tal. 10MM. Mod. 6410 – TAL 13mm. ,10328.627,
,Mod. DP4700 – ATORNILL. Mod. 6805 .    AM. RECTA ,0.000,
,Mod. 906 – LIJ. ROTO ORB. BO5010 – SIERRA RECÍPROCA Mod. ,0.000,
,JR3000V - LIJ. ORB. 9036 –,0.000,
,TAL. 6.5 mm.  Mod. 6501  ,0.000,
CAR219,MART. DEMOLICIÓN Mod. HM0810,14014.736,
CAR243,AM. 7” y 9” LIJ. – CORT.  SENSITIVA 14” Mod. 2414NB,10974.946,
,SIERRA INGLETADORA MIXTA 10 - ¼ “ Mod. LS1040,0.000,
,SIERRA CIRCULAR  9 – ¼ “ Mod. 5900B ,0.000,
,AM. 7” y 9” LIJ. – CORT.  SENSITIVA 14” Mod. 2414NB,0.000,
,SIERRA INGLETADORA MIXTA 10 - ¼ “ Mod. LS1040,0.000,
,SIERRA CIRCULAR  9 – ¼ “ Mod. 5900B ,0.000,
CAR290,ATORNILLADOR Mod. 6843-AM.  115m.(4 ½) Mod.9524NB,11065.124,
,AM. 115mm. Mod. 9527PB – LIJ. DE BANDA 76mm.( 3”) ,0.000,
,Mod. 9911 – TAL. DE IMP. 10mm. (3/8 “) ,0.000,
CAR21008,AM. 9” Mod. 9049 – AM. 7” Mod. 9047 –  SENSIT. 2414NB,16228.192,
CAR246,LIJADORA - SIERRA CIRC.,12740.000,
,,,
ART. Nº,MARTINS - EINSTEIN,,
CAR250,AM. 7” y 9” Mod. MP / MPE90 / 007 / 9009 – ,14754.405,
CAR21032,AM. 4 ½ “Mod. MP635 – CALAD. MC2000 – LIJAD. MH40,10328.627,
,RECTIFICADORA CUELLO LARGO MOD. MP36,0.000,
CAR21009,LIJ. TAL. PES. MHV2 / MK 11 / MC3 ,11803.207,
,LIJS.PUL MOD MCH2V LUS.LIJ MOD. MHV2 PUL.PAR MOD. MHV1 ,0.000,
,TAL. MOD ML5N TAL. MOD ML16N GIRO PER MP13-N2 TALPES ME-5 /MI-9,0.000,
CAR21036,SIERRA CIRCULAR 7” MOD MT 184,11065.124,
CAR249,TALADROS Mod. ML5/MP13 N2A – ML1,7743.695,
CAR21030,"TALADRO PARA BATERIIA MOD, ML5-12V / ME-5 12V",26968.627,
,,,
ART. Nº,METABO,,
CAR21004,TALADRO B10    /  TALADRO PERCUSIÓN SBE 13R,12573.464,
CAR167,TALADROS 1000/2 S-R-L / SBE 550 RTL / SBE 550 RTL,11065.124,
,SB 550 – LIJ. ORBITAL SR 365 – LIJAD. EXCENTRICA ,0.000,
,SX 6450 – SIERRA CIRCULAR KS 08525,0.000,
CAR153,SIERRA CALADORA STA6000  /  STEP 455  /  SIERRA ,9959.983,
,CALADORA ST450 -  550 / LIJ. ORBITAL SR 26,0.000,
CAR156,CEPILLO HO 0882 / LIJADORA SXE 125,12540.610,
CAR158,AMOLAD. 4 ½ EW 7115-5 /  EW7117 – AMOL.5” EW7126,11065.124,
,LIJ. BANDA BAE 1075 – SIERRA CALAD. ST EP 700,0.000,
,FRESADORA OF E728,0.000,
CAR143,SIERRA CIRC. KS 655 – RS 655 – KST 1157 –  KS 1226,14754.405,
,SIERRA CIRC. KSTE 13175 –  SIERRA  INGLETADORA KGSE ,0.000,
,1670 5-5 /  KSE 1678 5 / MARTILLO BHES  /,0.000,
,FRESADORA OF E 1225,0.000,
CAR132,MARTILLO MHE 105,14014.736,
CAR133,AMOLADORA 7” y 9 “ 2080 /81 / 30 / 31 - 2230 / 31 / 80 /81,14854.780,
CAR165,TALADRO BE 720  / 25 RX2  / B800/25,11803.207,
CAR162,AMOLADORA RECTA G5 6129/40 –  FRESADORA OF528,12540.610,
,SIERRA CALADORA ST EP565  ,0.000,
CAR252,AM. 4 ½ “ ,12540.610,
CAR134,CIZALLA KU 6870 / PUNZONADORA KU 6875 - ,11803.207,
,PULIDORA ANGULAR P6155 – PE7175,0.000,
CAR137,AMOLADORA MFE – 5 - AMOL. SH EW125/BA ODS,12540.610,
,LIJADORA DE BANDA BAE 08765,0.000,
CAR253,AM. 7” y 9”  19180 /1923 /20230 /25230 /25180 /1980 /1923 ,16228.192,
,SIERRA CIRCULAR 17855,0.000,
CAR254,TALADROS – FRESADORA OFE 1812,7451.181,
CAR220,AM. 7 y 9” Mod. 2018 y 2030 – 2000 watts,18439.948,
,,,
ART. Nº,NAREX,,
CAR220 N,AM. 7” y 9” EBU 15B / 26B-B /18C-A /18C-B/23C-A /23C-B,18439.948,
CAR218,AM. 4 ½ “ EBU 12/13 / CALADORA EPL60-ES / ,12573.464,
,CIZALLA ENP20-ES,0.000,
CAR246,TAL. 16mm. –EVP 16-2S / 16B-2S / 16-2F3 / 16B-2F3,12740.000,
,TAL. 13mm. –EVP 13B-2S / 13B-2F5 / 13-2G5,0.000,
,CIRCULAR 5 ½ “ – EPK 16( D ) / 16-E4 ,0.000,
,AM. 5” EBU 15B / 18B5A / 23B-A,0.000,
CAR21004,TAL. 10mm. EVP 10-2 / 10-2H3 / 13-C-2 / 13-C-2H3 ,12573.464,
,13-B-2S / 13B-2F5 / 13B-2G5,,
,,,
ART. Nº,NEO,,
CAR423,"AM. 7"" Y  9"" MOD AA919-AA927 900 W",12540.610,
CAR424,TAL 13 MM PERCUTOR MOD TP813 1050 W,14014.736,
CAR425,"AM. 4 1/2"" MOD AA915 900 W",12909.595,
CAR440,ROTOMARTILLO 3 FUNCIONES MOD. RM 821 650 W,12909.595,
CAR441,MARTILLO DEMOLEDOR  RM 825 ,16757.935,
CAR442,MARTILLO ELEC NUEMATICO MOD RM 708 850 W,18441.647,
CAR443,AM. ANGULAR DE 180 MM Mod. AA923 2300 W,14754.405,
CAR444,AM. ANG. de 115 MM Mod AA 1015 1100 W ( 1 GUIA ),10668.157,
CAR445,ROUTER Mod. RR 706,12741.699,
CAR446,SIERRA CICULAR  Mod. 1007 K,14754.405,
CAR447,"SIERRA CIRCULAR 7 1/4 "" Mod. 707",14754.405,
,,,
ART. Nº,PEUGEOT,,
CAR21035,AM. 7” y 9” ,18441.647,
CAR21040,AM. 7” y 9” Mod. MA230 / MA 180 2000WATTS,18441.647,
CAR21033,TALADROS 10mm. LN ORBITAL - CORTACERCOS,7451.181,
CAR21034,TALADROS 16mm.,11894.405,
CAR21041,LUSTRA LIJADORA Mod. PL172,18441.647,
CAR204P,AM. 4 ½ “ Mod. MEB720 – MEB115,11065.124,
,,,
ART. Nº,POWER TOOLS,,
CAR501,AMOLADORA 7” y 9” Mod. A-8230 / A-8180,12540.610,
CAR502,AMOLADORA 7” y 9” Mod. A- 9230 / A- 9180,16228.192,
CAR21007,AMOLADORA 7” y 9” Mod. A-4180,14754.405,
CAR507,AMOLADORA Mod. A-4115  4 ½  / SIERRA CIRC. K-3360,13279.373,
CAR233,SIERRA CIRC. Mod. C-5500,12540.610,
CAR503,CORTADORA HORMIGÓN Mod. C-6100,14754.405,
CAR21016,TALADRO 13mm. Mod. P-4513,13279.373,
CAR504,TALADRO 13mm. Mod. P-8213,14754.405,
CAR505,ASPIRADORA INDUST.  V-9560,10328.627,
CAR236,ASPIRADORA  V-92-23,18439.948,
CAR506,SENSITIVA 14” ( POWER TOOLS ),18441.647,
CAR513,"AMOLADORA 4 1/2"" A 7115",11065.124,
CAR512,TALADRO T 9110 P9616 9213-9214,11803.207,
CAR514,AM 115 A10115/16,12909.595,
CAR515,"AM..7"" Y 9"" A-6180/230",14754.405,
CAR516,AM. 180 MM MOD A9180 -A9230,14014.736,
CAR517,LIJ DE BANDA B-6422 C-5500,16228.192,
CAR518,CORTACERAMICOS MOD 6100 1100 W,14014.736,
CAR519,DEMOLEDOR MOD N-7308 850 W,13279.373,
CAR520,TAL.T8213/9213 AM. 9115,7743.695,
CAR521,AM. 115 MM MOD A-5116 600 W,11065.124,
CAR522,LUSTRA LIJ MOD L-6180 1200 W,14014.736,
CAR523,TAL PERCUTOR MOD. 6513 650 W,11803.207,
,,,
ART. Nº,ROCK WELL,,
CAR260,AM . 4”,11803.207,
CAR21022,AM. 7” y 9” ,14754.405,
CAR261,TAL.  4100 y VARIOS,7743.695,
CAR258,TAL. DE 6mm. / CAL. / LIJ.,10328.627,
,,,
ART. Nº,RUPPES,,
CAR184,AM. 4 ½ “  y RECTIFICADORA,10328.627,
CAR185,AM. 7” y 9” ,14754.405,
